model_label,checkpoint_step,episode_count,ego_checkpoint,road_completion_mean,road_completion_var,road_completion_mean_var,driven_distance_mean,driven_distance_var,driven_distance_mean_var,average_speed_mean,average_speed_var,average_speed_mean_var,average_reward_mean,average_reward_var,average_reward_mean_var,crash_rate_mean,crash_rate_var,crash_rate_mean_var,traffic_efficiency_mean,traffic_efficiency_var,traffic_efficiency_mean_var
Ego-37302098399721,37302098399721,10,/root/scenge/.cache/carla_evolution_ego_adapter/explicit_checkpoints/checkpoint-37302098399721.pt,0.4428627029018185,0.0777072989496962,0.4429 ± 0.0777,87.68681517456005,3046.4369480238906,87.6868 ± 3046.4369,8.359818438841376,10.876514282756368,8.3598 ± 10.8765,41.973621303575115,10311.808222663241,41.9736 ± 10311.8082,0.0,0.0,0.0000 ± 0.0000,0.25605392294143625,0.009445583955284928,0.2561 ± 0.0094
