agents_crash_rate,checkpoint_step,crash_rate,ego_checkpoint,ego_crash_rate,ego_lane_change_action_flag_rate,ego_lane_change_success_flag_rate,ego_overtake_success_flag_rate,episodes,front_slow_flag_rate,max_combined_efficiency,max_ego_lane_change_action_ratio,max_ego_lane_change_action_steps,max_ego_lane_change_success_steps,max_ego_overtake_success_steps,max_ego_route_distance_m,max_elapsed_steps,max_elapsed_time_s,max_episode_reward,max_front_slow_ratio,max_front_slow_steps,max_low_speed_ratio,max_max_speed,max_mean_speed,max_min_speed,max_progress_auc,max_route_completion,max_route_progress_m,max_route_speed_efficiency,max_safe_lane_change_opportunity_ratio,max_safe_lane_change_opportunity_steps,max_traffic_efficiency,mean_combined_efficiency,mean_ego_lane_change_action_ratio,mean_ego_lane_change_action_steps,mean_ego_lane_change_success_steps,mean_ego_overtake_success_steps,mean_ego_route_distance_m,mean_elapsed_steps,mean_elapsed_time_s,mean_episode_reward,mean_front_slow_ratio,mean_front_slow_steps,mean_low_speed_ratio,mean_max_speed,mean_mean_speed,mean_min_speed,mean_progress_auc,mean_route_completion,mean_route_progress_m,mean_route_speed_efficiency,mean_safe_lane_change_opportunity_ratio,mean_safe_lane_change_opportunity_steps,mean_traffic_efficiency,min_combined_efficiency,min_ego_lane_change_action_ratio,min_ego_lane_change_action_steps,min_ego_lane_change_success_steps,min_ego_overtake_success_steps,min_ego_route_distance_m,min_elapsed_steps,min_elapsed_time_s,min_episode_reward,min_front_slow_ratio,min_front_slow_steps,min_low_speed_ratio,min_max_speed,min_mean_speed,min_min_speed,min_progress_auc,min_route_completion,min_route_progress_m,min_route_speed_efficiency,min_safe_lane_change_opportunity_ratio,min_safe_lane_change_opportunity_steps,min_traffic_efficiency,model_label,safe_lane_change_opportunity_flag_rate
0.0,37302098399721,0.0,/root/scenge/.cache/carla_evolution_ego_adapter/explicit_checkpoints/checkpoint-37302098399721.pt,0.0,0.5,0.5,0.0,10,0.6,0.3786889401845298,0.305,61.0,130.0,0.0,152.49509480845308,200.0,10.0,160.92278253950496,0.765,153.0,0.7246376811594203,22.193377834279,12.839975188811774,0.07813367105179012,0.28461117523066226,0.7701772465073387,152.49509480845308,15.249509480845308,0.0,0.0,0.3786889401845298,0.25605392294143625,0.119,23.8,57.3,0.0,87.68681517456005,200.0,10.0,41.973621303575115,0.32799999999999996,65.6,0.4555888703768375,19.47919351654427,8.359818438841376,0.028325007516931185,0.18396462127100466,0.4428627029018185,87.68681517456005,8.768681517456006,0.0,0.0,0.25605392294143625,0.10765026906108688,0.0,0.0,0.0,0.0,24.777184233136303,200.0,10.0,-63.50024207571829,0.0,0.0,0.245,14.746200717780171,4.008597385679943,0.0,0.06572225661621366,0.12513729410674898,24.777184233136303,2.4777184233136302,0.0,0.0,0.10765026906108688,Ego-37302098399721,0.0
