model_label,checkpoint_step,scenario_count,episode_count,agents_crash_mean,agents_crash_var,agents_crash_mean_var,combined_efficiency_mean,combined_efficiency_var,combined_efficiency_mean_var,crash_mean,crash_var,crash_mean_var,ego_crash_mean,ego_crash_var,ego_crash_mean_var,ego_lane_change_action_flag_mean,ego_lane_change_action_flag_var,ego_lane_change_action_flag_mean_var,ego_lane_change_action_ratio_mean,ego_lane_change_action_ratio_var,ego_lane_change_action_ratio_mean_var,ego_lane_change_action_steps_mean,ego_lane_change_action_steps_var,ego_lane_change_action_steps_mean_var,ego_lane_change_success_flag_mean,ego_lane_change_success_flag_var,ego_lane_change_success_flag_mean_var,ego_lane_change_success_steps_mean,ego_lane_change_success_steps_var,ego_lane_change_success_steps_mean_var,ego_overtake_success_flag_mean,ego_overtake_success_flag_var,ego_overtake_success_flag_mean_var,ego_overtake_success_steps_mean,ego_overtake_success_steps_var,ego_overtake_success_steps_mean_var,ego_route_distance_m_mean,ego_route_distance_m_var,ego_route_distance_m_mean_var,elapsed_steps_mean,elapsed_steps_var,elapsed_steps_mean_var,elapsed_time_s_mean,elapsed_time_s_var,elapsed_time_s_mean_var,episode_reward_mean,episode_reward_var,episode_reward_mean_var,front_slow_flag_mean,front_slow_flag_var,front_slow_flag_mean_var,front_slow_ratio_mean,front_slow_ratio_var,front_slow_ratio_mean_var,front_slow_steps_mean,front_slow_steps_var,front_slow_steps_mean_var,low_speed_ratio_mean,low_speed_ratio_var,low_speed_ratio_mean_var,max_speed_mean,max_speed_var,max_speed_mean_var,mean_speed_mean,mean_speed_var,mean_speed_mean_var,min_speed_mean,min_speed_var,min_speed_mean_var,progress_auc_mean,progress_auc_var,progress_auc_mean_var,route_completion_mean,route_completion_var,route_completion_mean_var,route_progress_m_mean,route_progress_m_var,route_progress_m_mean_var,route_speed_efficiency_mean,route_speed_efficiency_var,route_speed_efficiency_mean_var,safe_lane_change_opportunity_flag_mean,safe_lane_change_opportunity_flag_var,safe_lane_change_opportunity_flag_mean_var,safe_lane_change_opportunity_ratio_mean,safe_lane_change_opportunity_ratio_var,safe_lane_change_opportunity_ratio_mean_var,safe_lane_change_opportunity_steps_mean,safe_lane_change_opportunity_steps_var,safe_lane_change_opportunity_steps_mean_var,traffic_efficiency_mean,traffic_efficiency_var,traffic_efficiency_mean_var
Ego-37302098399721,37302098399721,10,10,0.0,0.0,0.0000 ± 0.0000,0.25605392294143625,0.0,0.2561 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.5,0.0,0.5000 ± 0.0000,0.119,0.0,0.1190 ± 0.0000,23.8,0.0,23.8000 ± 0.0000,0.5,0.0,0.5000 ± 0.0000,57.3,0.0,57.3000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,87.68681517456005,0.0,87.6868 ± 0.0000,200.0,0.0,200.0000 ± 0.0000,10.0,0.0,10.0000 ± 0.0000,41.973621303575115,0.0,41.9736 ± 0.0000,0.6,0.0,0.6000 ± 0.0000,0.32799999999999996,0.0,0.3280 ± 0.0000,65.6,0.0,65.6000 ± 0.0000,0.4555888703768375,0.0,0.4556 ± 0.0000,19.47919351654427,0.0,19.4792 ± 0.0000,8.359818438841376,0.0,8.3598 ± 0.0000,0.028325007516931185,0.0,0.0283 ± 0.0000,0.18396462127100466,0.0,0.1840 ± 0.0000,0.4428627029018185,0.0,0.4429 ± 0.0000,87.68681517456005,0.0,87.6868 ± 0.0000,8.768681517456006,0.0,8.7687 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.0,0.0,0.0000 ± 0.0000,0.25605392294143625,0.0,0.2561 ± 0.0000
